inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
,2100000.0,0.0,Zona centro,Bogotá,1,1,29.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Apartamento para estrenar en arriendo en el Edificio 33 D.C., ubicado en el Centro Internacional de Bogotá, un sector estratégico con excelente acceso a vías principales, transporte público, universidades, zonas empresariales, comercio, restaurantes y espacios culturales. El edificio ofrece completas zonas comunes diseñadas para el bienestar y la comodidad de sus residentes, entre las que se destacan portería, ascensor, salón social, gimnasio, zona BBQ, salón de juegos, sala de videojuegos y piscina, ideales para disfrutar y compartir en un ambiente moderno. El apartamento cuenta con 27.09 m² de área construida, distribuidos en 1 habitación y 1 baño, con un diseño funcional que aprovecha muy bien cada espacio. La propiedad se entrega totalmente para estrenar y además incluye depósito y parqueadero cubierto, brindando mayor comodidad y almacenamiento. Una excelente opción para quienes buscan vivir en un edificio moderno y bien ubicado. Canon de arrendamiento con administración incluida."
,650000.0,0.0,,Bogotá,23,8,279.0,
,2200000.0,0.0,Zona centro,Bogotá,1,1,30.0,"Apartamento En Arriendo En Zona Centro, Bogotá LA CANDELARIA – APTO 201 ARRIENDO acogedor apartamento en La Candelaria. El apartamento cuenta con sala-comedor, chimenea, cocina con horno, habitación amplia con 1 baño con agua caliente. La casa cuenta con 1 lavadora en zona de lavandería común y dos patios pequeños. Todos los servicios públicos están incluidos en el canon de arrendamiento."
,6500000.0,0.0,Zona centro,Bogotá,1,1,90.0,"Apartamento En Arriendo En Teusaquillo, Bogotá Se arrienda apartamento amoblado de 90 metros cuadrados en el barrio Teusaquillo, estrato 4. El inmueble está recién remodelado y cuenta con una alcoba con closet, sala-comedor, estudio, cocina integral con estufa eléctrica, baño, zona de ropas, pisos en laminado y calentador electrico bosh ultima tecnologia. Ubicado en una excelente zona comercial y residencial, con cómodas vías de acceso como la Carrera 17 cerca a centro internacional y cerca al campin. para más información, comuníquese con el ejecutivo comercial harold vargas al ***celular o whatsapp o al correo harold.vargasinmobiliariasaliadas.com. ***"
,1700000.0,0.0,Zona centro,Bogotá,1,1,18.0,"Apartamento En Arriendo En Las Nieves, Bogotá Tengo el gusto de presentarles acogedor apto para el arriendo AMOBLADO para estrenar tipo lof ubicado en el barrio las nieves cerca a buenas vías de acceso, comercio, universidades, oficinas, buen transporte público, estación de Transmilenio. Octavo piso interior con buena iluminación, un baño, cocina eléctrica, un closet. NO CUENTA CON GARAJE El edificio cuenta con vigilancia 24 horas, Lavandería comunal, salón comunal, gimnasio y circuito de tv. ***"
,1776000.0,124000.0,,Bogotá,1,1,30.0,"Apartaestudio En Arriendo En San Martin, Bogotá ESPECTACULAR APARTA ESTUDIO AMOBLADO, UBICADO EN ZONA CENTRO EXCLUSIVA DE BOGOTA, CERCA A CENTRO COMERCIAL, UNVERSIDADES Y EXCELENTES VIAS DE ACCESO, CUENTA CON UN AREA DE 30 MT2, UN BAÑO, COCINA INTEGRAL, ESTUFA ELECTRICA DE INDUCCION DOS PUESTOS, SALA Y CLOSETH, ! CONTACTANOS Y VIVE EN ESTE ACOGEDOR ESPACIO ¡"
,3400000.0,0.0,Zona centro,Bogotá,1,1,45.0,"Apartamento En Arriendo En Centro Internacional, Bogotá Espectacular apartamento amoblado en el corazón de Bogotá, situado en una de las zonas más emblemáticas y estratégicas de la ciudad. Dispone de una habitación independiente, un baño, sala-comedor y un acogedor balcón con excelente vista, brindando un ambiente moderno, cómodo y funcional. Se entrega completamente equipado, ideal para quienes buscan practicidad y un estilo de vida urbano, con fácil acceso a comercios, servicios y vías principales. Contáctanos y agenda tu visita hoy mismo. NC ***"
,1714200.0,778500.0,Zona centro,Bogotá,1,1,45.0,"Apartamento En Arriendo En La Macarena, Bogotá Arriendo encantador aparta-estudio en La Macarena Diseño, luz y ubicación privilegiada Vive en el corazón de La Macarena, uno de los barrios más fascinantes y culturales de Bogotá, rodeado de arte, gastronomía y naturaleza. Este hermoso aparta-estudio exterior, ubicado en un quinto piso, cuenta con 43,45 m² de área construida y una distribución moderna que aprovecha al máximo cada espacio. La luz natural fluye en todos sus ambientes, creando una atmósfera cálida y acogedora. Al ingresar, nos recibe una elegante cocina integral abierta, equipada con mesones en quarztone blanco, estufa a gas, horno eléctrico, lavavajillas automático, calentador a gas y amplios muebles de almacenamiento. Cuenta además con zona de ropas con ventilación natural. La sala comedor ofrece un ambiente sofisticado gracias a su chimenea bioclimática y se integra con un agradable balcón desde donde podrás disfrutar de una hermosa vista hacia los cerros. La habitación es amplia y confortable, con balcón privado, walk-in closet y baño independiente. Además, dispone de baño social para mayor comodidad. Detalles que marcan la diferencia: Puerta de seguridad; Piso laminados; Iluminación LED, Blackout incluidos. Complementa la propiedad: 1 parqueadero cubierto 1 depósito, Estrato 4.El edificio ofrece excelentes zonas comunes: Recepción , vigilancia 24 horas, 4 parqueaderos de visitantes, bicicletero, terraza BBQ dotada, gimnasio, salón social y moderno ascensor."
,1350000.0,201600.0,,Bogotá,1,1,19.0,"Apartaestudio En Arriendo En Las Nieves, Bogotá APARTAESTUDIO NUEVO EN ARRIENDO Las Nieves Bogotá Estrene en el corazón de la ciudad Si busca ubicación estratégica, modernidad y espacios funcionales, este apartaestudio es ideal para usted. Área 19 m Aprox. Estrato 3. ¡Totalmente nuevo! Características del inmueble 1 alcoba, 1 baño, Cocina integral, Parqueadero comunal, Zona de ropas, Closet, Excelente ventilación natural. Se permiten mascotas. Vigilancia 24 horas 7díaas a la semana. Zonas comunes tipo club -Terraza BBQ, Sala de coworking, Sala de internet, Salón de conferencias, Recepción. Ubicación estratégica Cerca a universidades y colegios Transporte público cercano, Restaurantes y sector comercial Parques y supermercados Cerca de centro comercial Perfecto para estudiantes o profesionales ***"
,1150000.0,300000.0,Zona centro,Bogotá,1,1,20.0,"Apartamento En Arriendo En Las Aguas, Bogotá AMOBLADO. Estudio por aseguradora. Se arrienda Apartaestudio edificio Trend Apartamentos. Nuevo ubicado en moderno edificio. 1 habitación, 1 baño y cocina. Zonas comunes coworking, zona de lavadoras, gimnasio con TRX, salón comunal, sala de yoga, bicicletas. Ubicado a pocos pasos de la estación transmilenio Las Aguas y cercano a universidades como Los Andes, Central y Jorge Tadeo Lozano, además de museos y lugares culturales. Ideal para estudiantes, parejas o jóvenes profesionales que buscan comodidad, conectividad y estilo en un solo lugar. Contáctenos para más información"
,1350000.0,0.0,Zona centro,Bogotá,2,1,36.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 36 mts Cundinamarca BOGOTÁ LA FRAGUITA Codigo Coninsa:93289 Se arrienda apartamento con excelente ubicación en Bogotá Se ofrece en arriendo apartamento ubicado en un cuarto piso con vista exterior, lo que garantiza muy buena iluminación natural. El edificio cuenta con ascensor para mayor comodidad. Su localización es estratégica, con cercanía a importantes vías de acceso como la Carrera 27, la Avenida 1 de Mayo y la Avenida Carrera 30, lo que facilita la movilidad hacia diferentes puntos de la ciudad. Ideal para quienes buscan comodidad, buena ubicación y facilidad de transporte"
,1690000.0,0.0,,Bogotá,1,1,25.0,"Apartaestudio En Arriendo En Eduardo Santos, Bogotá Código 19715 Apartaestudio AMOBLADO para arriendo en Las Aguas. Ubicado cerca Estación DE TRANSMILENIO Las Aguas. Museo del Oro. Centro Histórico. Fácil acceso por KR 4 y Cl 19. Consta de 1 habitación con closet . baño privado y cortinas. pisos en madera laminada. Cocina integral abierta tipo americano con estufa eléctrica. lavadora. Calentador Eléctrico. Lavandería comunal. GARAJE COMUNAL 2 Ascensores. Salón Comunal. Terraza BBQ. Sala de Juntas. Gimnasio. salón de juegos. coworking. Vigilancia 24-7. Citófonos."
,1650000.0,0.0,,Bogotá,1,1,27.0,"Apartaestudio En Arriendo En La Candelaria, Bogotá AMOBLADO. Apartaestudio remodelado ubicado en el centro de la ciudad sobre la séptima, con excelentes vías de acceso y un comercio importante, Próximo a Universidades, museos y el centro histórico de Bogotá , estaciones de Transmilenio cerca como las Aguas , Museo del Oro y Estación las nieves. El precio incluye administración y servicios tales como agua, luz, gas, internet. Agéndate pronto a esta excelente oportunidad ."
,2750000.0,654000.0,Zona centro,Bogotá,2,2,64.0,"Apartamento En Arriendo En Zona Centro, Bogotá VER FOTOS Y VIDEO. Calle 16 #4-40 piso 12 estrato 3.Detras del hotel continental al lado del parque de los periodistas. Esquinero, piso 12, exterior vista a la ciudad, 02 habitaciones, 02 baños, sala comedor, balcón amplio con vista a los cerros orientales, ventanales de techo a piso, cocina integral barra estilo americano, zona de lavandería, estufa y calentador a gas, muy iluminado, vista desde todas las ventanas del apartamento, garaje y depósito. El apartamento es un espacio super bien distribuido con espacio para un estudio. El edificio cuenta con portería 24 horas cámaras de seguridad, terraza con BBQ, salón comunal, gimnasio, sala de juntas, es moderno y funcional, por su ubicación permite salir y entrar fácilmente desde cualquier punto de la ciudad al edificio dado que se encuentra en el corazón financiero de Bogotá, muy cerca de las universidades que están en el centro de la ciudad. De estrato 3, lo que permite que sus costos de administración y servicios sean muy económicos, pero viviendo en un espacio moderno con muy buenos acabados y zonas sociales adecuadas. muy cerca de la Cinemateca del centro de la ciudad y las principales estaciones de Transmilenio."
,1400000.0,110000.0,Zona centro,Bogotá,1,1,27.0,"Apartamento En Arriendo En La Candelaria, Bogotá Apartamento bien distribuido ubicado en una residencial de la candelaria, en el centro de bogota, cuenta con 1 alcoba, 1 bano , 1 closet. se encuentra en el piso 18 de la torre 1. se encuentra en un conjunto de mas de 300 apartamentos de diferentes areas. cerca del el podras encontrar trasporte publico SITP, bancos davivienda bancolombia, restaurante wiki wiki, cerca a la av comuneros y av circunvalar. con buena iluminacion y ventilacion."
,3600000.0,0.0,Zona centro,Bogotá,4,2,170.0,"Apartamento En Arriendo En Restrepo, Bogotá Hermoso apartamento en arriendo de 170 m², ubicado en el barrio Restrepo. Cuenta con cuatro habitaciones amplias, dos de ellas con baño privado, amplia sala con chimenea, cocina, zona de ropas y baño social. Su ubicación estratégica ofrece cercanía a comercio en general, colegios, parques y bibliotecas, con fáciles vías de acceso como la Carrera 18, Carrera 19 y la Avenida Caracas, lo que lo convierte en una excelente opción para vivir con comodidad y buena conectividad."
,5800000.0,1209000.0,Zona centro,Bogotá,3,2,199.0,"Apartamento En Arriendo En El Chico, Bogotá Espectacular apartamento en el CHICÓ de 199 M2 más 21 M2 de terraza, Exterior, sala comedor con chimenea, estudio, sala de star, cocina cerrada, cuarto baño de servicio, 3 alcobas, principal con baño privado y Walkin closet, 2 parqueaderos. Edificio con parqueadero de visitantes, seguridad 24 horas"
,1900000.0,300000.0,Zona centro,Bogotá,1,1,27.0,"Apartamento En Arriendo En Las Nieves, Bogotá CENTRO DE BOGOTA, AL LADO DE LA U. TADEO Y U. CENTRAL , CARRERA 5 CON CALLE 21, APARTAESTUDIO ,AREA ABIERTA, BAÑO PRIVADO, ESPACIO DE COCINA, AREA DE LAVANDERIA INDEPENDIENTE, EDIFICIO SOY 21, EDIFICIO DE 3 AÑOS, CUENTA CON DIFERENTES AREAS DE ESPARCIMIENTO, TERRAZA BBQ, SALA DE JUEGOS, SALA DE AUDIO VISUALES, SALA PRIVADA DE ESTUDIO. LOBBY, TERRAZA CON JACUZZI ABIERTO , VISTA A LOS CERROS , ZONA RESIDENCIAL, COMERCIO Y UNIVERSIDADES. CONTRATO MINIMO UN AÑO, ARRENDAMIENTO CON SEGURO. 97-4389"
,1600000.0,0.0,,Bogotá,1,1,28.0,"Apartaestudio En Arriendo En Las Cruces, Bogotá spectacular apartamento tipo loft, para estrenar Moderno y funcional apartamento tipo loft, ideal para quienes buscan confort y estilo. Cuenta con un amplio espacio adaptable para habitación y sala, cocina abierta tipo americana con estufa eléctrica, baño moderno y amplio clóset. El edificio ofrece excelentes zonas comunes: gimnasio totalmente dotado, salón de juegos, y salón de co–working, perfectos para combinar tu estilo de vida activo y profesional. ¡Un lugar ideal para vivir o invertir, con todo lo que necesitas a tu alcance!"
,8500000.0,1467000.0,Zona centro,Bogotá,3,5,137.0,"Apartamento En Arriendo En Los Rosales, Bogotá Hermoso apartamento duplex en el corazón de Rosales. Al ingresar encontramos una amplia zona social con salón comedor una cocina privada con baño de servicio. En el piso superior encontramos una amplia zona de family room y tres habitaciones con salida cada una a un balcón y la principal con baño en suite."
,1800000.0,200000.0,Zona centro,Bogotá,1,1,40.0,"Apartamento En Arriendo En Teusaquillo, Bogotá Encantador APARTAESTUDIO con servicios incluidos Ubicado en PARK WAY - Teusaquillo 45 m2 cuenta con excelente distribución del espacio, iluminación y ventilación natural, donde podrás apreciar el atardecer de la ciudad. Cuenta con una alcoba independiente con closet, Cocina semi integral, con estufa a gas, baño completo , sala comedor. Pisos en cerámica. Tiene ascensor, vigilancia privada, portería con recepción. SERVICIOS INCLUIDOS AGUA, LUZ , GAS, INTERNET OPCIONAL. Su ubicación te permite gran desplazamiento por vías principales Ac 26, Av NQS, Av de las Américas, entre otras, un sector residencial y comercial cercanía CAD Plaza de la Democracia, NOTARIAS, CC GRAN ESTACIÓN , ENTRE OTROS."
